1, aX: 878
2, aX: 1157
3, aX: 1091
4, aX: 341
5, aX: 352
6, aX: 1810
7, aX: 598
8, aX: 29
9, aX: 1752
10, aX: 1039
11, aX: 65329
12, aX: 2409
13, aX: 1244
14, aX: 65443
15, aX: 1116
16, aX: 1333
17, aX: 107
18, aX: 65431
19, aX: 2079
20, aX: 52
21, aX: 187
22, aX: 2100
23, aX: 527
24, aX: 65471
25, aX: 2285
26, aX: 744
27, aX: 65182
28, aX: 1874
29, aX: 1218
30, aX: 69
31, aX: 1063
32, aX: 1101
33, aX: 65518
34, aX: 659
35, aX: 1576
36, aX: 65451
37, aX: 328
38, aX: 1684
39, aX: 211
40, aX: 276
41, aX: 1553
42, aX: 385
43, aX: 65484
44, aX: 1670
45, aX: 1212
46, aX: 64938
47, aX: 1995
48, aX: 1348
49, aX: 215
50, aX: 221
51, aX: 1679
52, aX: 868
53, aX: 65280
54, aX: 1450
55, aX: 1123
56, aX: 396
57, aX: 65217
58, aX: 2096
59, aX: 600
60, aX: 64978
61, aX: 2333
62, aX: 859
63, aX: 65265
64, aX: 942
65, aX: 1466
66, aX: 307
67, aX: 65126
68, aX: 2065
69, aX: 798
70, aX: 64889
71, aX: 482
72, aX: 1227
73, aX: 65163
74, aX: 135
75, aX: 1587
76, aX: 337
77, aX: 64924
78, aX: 1246
79, aX: 397
80, aX: 64977
81, aX: 383
82, aX: 655
83, aX: 65003
84, aX: 65502
85, aX: 1856
86, aX: 65306
87, aX: 65152
88, aX: 2220
89, aX: 394
90, aX: 65080
91, aX: 190
92, aX: 1045
93, aX: 65185
94, aX: 64866
95, aX: 1493
96, aX: 501
97, aX: 65175
98, aX: 877
99, aX: 1140
100, aX: 65201
101, aX: 289
102, aX: 1322
103, aX: 26
104, aX: 916
105, aX: 867
106, aX: 434
107, aX: 1116
108, aX: 1192
109, aX: 64783
110, aX: 1893
111, aX: 790
112, aX: 64605
113, aX: 2359
114, aX: 669
115, aX: 65304
116, aX: 542
117, aX: 1070
118, aX: 64970
119, aX: 885
120, aX: 1125
121, aX: 64906
122, aX: 362
123, aX: 2506
124, aX: 293
125, aX: 322
126, aX: 976
127, aX: 1419
128, aX: 151
129, aX: 654
130, aX: 1655
131, aX: 218
132, aX: 812
133, aX: 1724
134, aX: 349
135, aX: 655
136, aX: 1583
137, aX: 581
138, aX: 411
139, aX: 1514
140, aX: 681
141, aX: 342
142, aX: 1598
143, aX: 658
144, aX: 459
145, aX: 1405
146, aX: 673
147, aX: 632
148, aX: 1496
149, aX: 743
150, aX: 433
151, aX: 1473
152, aX: 524
153, aX: 684
154, aX: 1444
155, aX: 363
156, aX: 960
157, aX: 1050
158, aX: 183
159, aX: 732
160, aX: 1318
161, aX: 221
162, aX: 649
163, aX: 1222
164, aX: 65411
165, aX: 1658
166, aX: 65509
167, aX: 2479
168, aX: 534
169, aX: 64852
170, aX: 545
171, aX: 1855
172, aX: 2210
173, aX: 527
174, aX: 64688
175, aX: 493
176, aX: 2373
177, aX: 1342
178, aX: 65106
179, aX: 65440
180, aX: 2039
181, aX: 2191
182, aX: 1066
183, aX: 65085
184, aX: 65194
185, aX: 1602
186, aX: 2039
187, aX: 1062
188, aX: 64957
189, aX: 64992
190, aX: 663
191, aX: 1846
192, aX: 1832
193, aX: 1401
194, aX: 65371
195, aX: 64871
196, aX: 65534
197, aX: 387
198, aX: 2968
199, aX: 64679
200, aX: 2707
201, aX: 227
202, aX: 200
203, aX: 1074
